Instr,IPC,CPI
65381158.000000,0.860363,1.162300,12
65383996.000000,0.858539,1.164770,12
65386001.000000,0.859294,1.163746,12
65384668.000000,0.857069,1.166768,12
65387038.000000,0.858549,1.164756,12
65395045.000000,0.854825,1.169830,12
65382260.000000,0.854445,1.170350,12
65381110.000000,0.857115,1.166705,12
65394386.000000,0.855452,1.168973,12
65392840.000000,0.853019,1.172307,12
60505852.000000,0.863198,1.158483,12
60500405.000000,0.863708,1.157798,12
60972888.000000,0.858935,1.164232,12
60514754.000000,0.861910,1.160214,12
60495263.000000,0.863627,1.157907,12
60983310.000000,0.856406,1.167670,12
60495098.000000,0.864570,1.156644,12
60980048.000000,0.859687,1.163215,12
63723985.000000,0.857868,1.165681,12
57256215.000000,0.860586,1.161999,12
63734622.000000,0.853705,1.171365,12
63728706.000000,0.855400,1.169043,12
60982201.000000,0.861504,1.160760,12
63724286.000000,0.855863,1.168411,12
63728569.000000,0.854328,1.170510,12
63728696.000000,0.853820,1.171207,12
63734727.000000,0.856393,1.167688,12
63736708.000000,0.855643,1.168711,12
63736774.000000,0.858379,1.164987,12
63734706.000000,0.853943,1.171039,12
63724048.000000,0.852147,1.173506,12
63729091.000000,0.857661,1.165961,12
63735346.000000,0.852684,1.172767,12
63735319.000000,0.855287,1.169198,12
63728071.000000,0.858183,1.165253,12
63737230.000000,0.850977,1.175120,12
63724489.000000,0.852107,1.173562,12
63725104.000000,0.852253,1.173361,12
57710183.000000,0.859942,1.162869,12
63736235.000000,0.851588,1.174276,12
63736615.000000,0.848793,1.178143,12
63728599.000000,0.851179,1.174840,12
63736561.000000,0.852533,1.172974,12
63723999.000000,0.859976,1.162824,12
60982623.000000,0.858235,1.165181,12
60326332.000000,0.860717,1.161822,12
63732613.000000,0.856295,1.167821,12
60326887.000000,0.857976,1.165534,12
63723765.000000,0.858760,1.164470,12
60328632.000000,0.857567,1.166089,12
63731915.000000,0.852440,1.173104,12
63732116.000000,0.852015,1.173689,12
60338266.000000,0.856183,1.167974,12
60495985.000000,0.862768,1.159060,12
60330695.000000,0.854253,1.170613,12
62075691.000000,0.859375,1.163637,12
60332860.000000,0.853225,1.172024,12
63728768.000000,0.854091,1.170835,12
63726440.000000,0.856689,1.167285,12
63735082.000000,0.852492,1.173032,12
62074050.000000,0.858445,1.164898,12
62078307.000000,0.856701,1.167268,12
62071056.000000,0.858530,1.164782,12
63737086.000000,0.858633,1.164642,12
63737712.000000,0.855293,1.169189,12
65386306.000000,0.862233,1.159779,12
65384871.000000,0.861284,1.161057,12
65389451.000000,0.860759,1.161765,12
65391815.000000,0.859071,1.164048,12
65386145.000000,0.861093,1.161314,12
65387017.000000,0.860414,1.162232,12
65381672.000000,0.858447,1.164894,12
62565701.000000,0.855534,1.168860,12
62556702.000000,0.860717,1.161821,12
65387005.000000,0.858431,1.164916,12
65381112.000000,0.861448,1.160837,12
63724132.000000,0.857990,1.165515,12
65393257.000000,0.858067,1.165410,12
65386211.000000,0.861114,1.161287,12
65380433.000000,0.861468,1.160809,12
65386340.000000,0.858217,1.165206,12
60975707.000000,0.861282,1.161060,12
63728669.000000,0.857840,1.165718,12
65384922.000000,0.860823,1.161679,12
65386180.000000,0.860807,1.161701,12
62567111.000000,0.858146,1.165303,12
65395040.000000,0.860253,1.162449,12
65380784.000000,0.855806,1.168489,12
65391193.000000,0.859669,1.163238,12
62556848.000000,0.860774,1.161746,12
65399152.000000,0.859889,1.162941,12
65391992.000000,0.852852,1.172536,12
63735523.000000,0.857826,1.165737,12
63731190.000000,0.855887,1.168378,12
65399137.000000,0.860026,1.162755,12
65386331.000000,0.857817,1.165750,12
65394180.000000,0.860108,1.162645,12
65393870.000000,0.860036,1.162742,12
155313192.000000,0.783842,1.275768,10
155159280.000000,0.783987,1.275531,10
158904508.000000,0.787238,1.270264,10
158964154.000000,0.788323,1.268516,10
159004395.000000,0.790183,1.265530,10
159002235.000000,0.783216,1.276788,10
159036894.000000,0.785561,1.272975,10
158992371.000000,0.782526,1.277913,10
166732576.000000,0.791498,1.263426,10
166521998.000000,0.780206,1.281713,10
170655848.000000,0.786566,1.271350,10
170636965.000000,0.787414,1.269980,10
170665201.000000,0.785146,1.273648,10
170679379.000000,0.784148,1.275270,10
170708552.000000,0.782069,1.278659,10
166737924.000000,0.790922,1.264347,10
170690833.000000,0.781277,1.279955,10
166519538.000000,0.780182,1.281753,10
166502564.000000,0.779177,1.283406,10
166778277.000000,0.786221,1.271907,10
170643356.000000,0.787940,1.269132,10
170605107.000000,0.787585,1.269704,10
170641184.000000,0.785182,1.273590,10
170579590.000000,0.786022,1.272229,10
170633689.000000,0.785309,1.273385,10
170655072.000000,0.786049,1.272186,10
170663070.000000,0.779786,1.282403,10
170657443.000000,0.785443,1.273167,10
162181806.000000,0.785181,1.273591,10
170669167.000000,0.781926,1.278893,10
161906991.000000,0.782733,1.277575,10
170656354.000000,0.781564,1.279486,10
170664858.000000,0.779296,1.283209,10
161877613.000000,0.784905,1.274040,10
161918138.000000,0.785959,1.272331,10
170687711.000000,0.776018,1.288630,10
161956898.000000,0.784318,1.274993,10
162181399.000000,0.781612,1.279407,10
155136429.000000,0.783528,1.276278,10
162110513.000000,0.788526,1.268189,10
166739861.000000,0.785816,1.272563,10
166518706.000000,0.777537,1.286112,10
165930459.000000,0.785300,1.273399,10
165948309.000000,0.788613,1.268049,10
155311122.000000,0.787525,1.269802,10
165951771.000000,0.787552,1.269757,10
165944753.000000,0.785387,1.273258,10
165959829.000000,0.787895,1.269204,10
165961474.000000,0.784954,1.273960,10
165957839.000000,0.784815,1.274185,10
165965521.000000,0.783500,1.276324,10
158964129.000000,0.784618,1.274506,10
162129142.000000,0.779382,1.283068,10
165993939.000000,0.786304,1.271772,10
166041589.000000,0.778640,1.284290,10
165934861.000000,0.788040,1.268972,10
166005738.000000,0.778704,1.284185,10
166007719.000000,0.778182,1.285047,10
166008170.000000,0.778787,1.284048,10
166002097.000000,0.776983,1.287029,10
166043669.000000,0.777278,1.286540,10
159016966.000000,0.781636,1.279367,10
165964732.000000,0.786314,1.271756,10
158915781.000000,0.789043,1.267359,10
161903380.000000,0.784175,1.275226,10
166023757.000000,0.782752,1.277544,10
159010367.000000,0.780533,1.281176,10
170627176.000000,0.788920,1.267556,10
170560410.000000,0.787842,1.269290,10
165998222.000000,0.779359,1.283105,10
165987721.000000,0.783830,1.275788,10
170706064.000000,0.780171,1.281771,10
166006252.000000,0.777265,1.286563,10
158985151.000000,0.780207,1.281711,10
170681065.000000,0.781415,1.279730,10
166057100.000000,0.775526,1.289448,10
159016579.000000,0.778630,1.284308,10
161952950.000000,0.782353,1.278195,10
165981575.000000,0.778452,1.284600,10
166038118.000000,0.777722,1.285807,10
170665907.000000,0.778056,1.285255,10
170730423.000000,0.774748,1.290742,10
166418469.000000,0.789276,1.266984,10
166015942.000000,0.778783,1.284056,10
166500029.000000,0.786758,1.271039,10
166484312.000000,0.781513,1.279569,10
166517919.000000,0.781838,1.279037,10
162087204.000000,0.788176,1.268753,10
165976406.000000,0.784047,1.275434,10
166046933.000000,0.776600,1.287664,10
165988287.000000,0.784197,1.275190,10
166680675.000000,0.789485,1.266648,10
170671938.000000,0.786766,1.271025,10
165989796.000000,0.781227,1.280037,10
166025077.000000,0.781248,1.280003,10
170657011.000000,0.782371,1.278166,10
162081461.000000,0.784940,1.273983,10
170672435.000000,0.779692,1.282558,10
170679640.000000,0.779563,1.282770,10
166685869.000000,0.787569,1.269731,10
165975362.000000,0.782437,1.278058,10
165998763.000000,0.781758,1.279168,10
166040111.000000,0.777754,1.285754,10
170688751.000000,0.782004,1.278766,10
166607314.000000,0.787360,1.270067,10
170648193.000000,0.786764,1.271029,10
170680913.000000,0.782263,1.278343,10
165977386.000000,0.783568,1.276214,10
170619980.000000,0.782743,1.277559,10
170664800.000000,0.782621,1.277758,10
166662201.000000,0.785191,1.273576,10
170693845.000000,0.780581,1.281097,10
170709026.000000,0.778124,1.285141,10
170714607.000000,0.777704,1.285837,10
166016397.000000,0.781205,1.280073,10
166058678.000000,0.780087,1.281909,10
170707109.000000,0.778163,1.285077,10
170705855.000000,0.779062,1.283595,10
170698636.000000,0.777341,1.286437,10
170670693.000000,0.783229,1.276766,10
170707343.000000,0.780252,1.281637,10
170762588.000000,0.777065,1.286893,10
170691988.000000,0.781693,1.279274,10
170678343.000000,0.779315,1.283179,10
170699070.000000,0.781703,1.279258,10
170666495.000000,0.778344,1.284779,10
170764083.000000,0.777482,1.286204,10
170743484.000000,0.776923,1.287129,10
179106781.000000,0.764959,1.307260,10
179007181.000000,0.770007,1.298690,10
175592229.000000,0.762099,1.312165,10
175496183.000000,0.760380,1.315132,10
178955797.000000,0.770898,1.297188,10
170722734.000000,0.763919,1.309039,10
174200053.000000,0.763939,1.309005,10
179068752.000000,0.768601,1.301066,10
174212237.000000,0.764327,1.308340,10
178970444.000000,0.769531,1.299494,10
175374021.000000,0.775937,1.288765,10
174215070.000000,0.766277,1.305011,10
175493571.000000,0.761972,1.312384,10
174303783.000000,0.759695,1.316318,10
178899122.000000,0.777412,1.286319,10
179023161.000000,0.765568,1.306220,10
166700550.000000,0.761132,1.313833,10
175337861.000000,0.779482,1.282904,10
174215872.000000,0.763776,1.309285,10
179035358.000000,0.766184,1.305169,10
174408443.000000,0.763269,1.310154,10
175286425.000000,0.771101,1.296846,10
178857036.000000,0.772224,1.294961,10
174172763.000000,0.769881,1.298902,10
163405135.000000,0.744810,1.342624,4
174320323.000000,0.759797,1.316142,10
170641947.000000,0.765482,1.306366,10
175306296.000000,0.765544,1.306261,10
178978516.000000,0.770822,1.297316,10
178895130.000000,0.776962,1.287064,10
163235696.000000,0.777230,1.286620,10
170761611.000000,0.768508,1.301223,10
170698351.000000,0.766643,1.304388,10
174226224.000000,0.760516,1.314897,10
178925837.000000,0.766932,1.303897,10
178893313.000000,0.770331,1.298143,10
179082743.000000,0.770036,1.298640,10
174207491.000000,0.760010,1.315773,10
174386635.000000,0.763063,1.310507,10
166589033.000000,0.762147,1.312082,10
179110686.000000,0.760339,1.315203,10
174255486.000000,0.759558,1.316555,10
174284986.000000,0.765637,1.306101,10
174315429.000000,0.763526,1.309713,10
175336595.000000,0.769412,1.299694,10
178983489.000000,0.770181,1.298395,10
166564068.000000,0.763385,1.309955,10
174237743.000000,0.763536,1.309695,10
166744836.000000,0.764942,1.307289,10
174272366.000000,0.763281,1.310133,10
174283968.000000,0.762659,1.311202,10
175414095.000000,0.772707,1.294151,10
175647433.000000,0.760081,1.315649,10
170709543.000000,0.776311,1.288144,10
166664292.000000,0.769465,1.299604,10
166706014.000000,0.754856,1.324755,10
174224324.000000,0.767604,1.302755,10
174265588.000000,0.761562,1.313090,10
174318232.000000,0.761790,1.312697,10
179077185.000000,0.762265,1.311879,10
178912756.000000,0.770060,1.298600,10
170725890.000000,0.777705,1.285835,10
179033923.000000,0.766685,1.304317,10
174272829.000000,0.756719,1.321495,10
179070554.000000,0.767420,1.303068,10
166678924.000000,0.770494,1.297869,10
178918156.000000,0.773584,1.292684,10
174116258.000000,0.770862,1.297250,10
174305222.000000,0.757149,1.320743,10
178925319.000000,0.775222,1.289954,10
174189271.000000,0.771800,1.295672,10
174273463.000000,0.759792,1.316149,10
175340991.000000,0.780009,1.282036,10
163492145.000000,0.759635,1.316422,10
170740530.000000,0.774072,1.291870,10
174180439.000000,0.771422,1.296307,10
179042240.000000,0.767616,1.302735,10
175354014.000000,0.773210,1.293311,10
174226878.000000,0.766644,1.304386,10
174219864.000000,0.760967,1.314117,10
178975563.000000,0.768114,1.301890,10
170715074.000000,0.777744,1.285770,10
174258773.000000,0.760820,1.314371,10
178921130.000000,0.775158,1.290059,10
170759254.000000,0.770609,1.297674,10
178994733.000000,0.770242,1.298293,10
166630488.000000,0.754164,1.325971,10
174278799.000000,0.761974,1.312380,10
170743149.000000,0.773521,1.292789,10
166612996.000000,0.759137,1.317285,10
178873584.000000,0.773473,1.292870,10
163295520.000000,0.761211,1.313697,10
178900694.000000,0.772433,1.294611,10
179081810.000000,0.762342,1.311747,10
179041606.000000,0.767841,1.302352,10
166576551.000000,0.768739,1.300832,10
178951671.000000,0.773723,1.292452,10
179067951.000000,0.766040,1.305414,10
179023787.000000,0.773412,1.292972,10
166681384.000000,0.765954,1.305561,10
179002338.000000,0.771040,1.296950,10
179043193.000000,0.768304,1.301568,10
179034858.000000,0.767234,1.303383,10
174347512.000000,0.759689,1.316329,10
178855833.000000,0.773176,1.293366,10
178976820.000000,0.767226,1.303396,10
175621001.000000,0.757555,1.320036,10
179036283.000000,0.769613,1.299354,10
166720655.000000,0.770183,1.298393,10
174215675.000000,0.763212,1.310252,10
178992449.000000,0.765324,1.306636,10
170680253.000000,0.766098,1.305316,10
179097172.000000,0.759377,1.316869,10
174251353.000000,0.761511,1.313179,10
179033433.000000,0.770169,1.298416,10
178948939.000000,0.767839,1.302356,10
178995044.000000,0.770189,1.298383,10
175554488.000000,0.764648,1.307792,10
179013099.000000,0.765173,1.306893,10
179083088.000000,0.766624,1.304420,10
170721131.000000,0.762344,1.311744,10
174270525.000000,0.763478,1.309795,10
174325938.000000,0.763019,1.310583,10
179065033.000000,0.768189,1.301763,10
175294962.000000,0.769340,1.299816,10
174275926.000000,0.759760,1.316205,10
175508650.000000,0.765991,1.305499,10
178926848.000000,0.765076,1.307060,10
